Subj,Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,DistanceFromHome,PerformanceRating,Education,JobInvolvement,JobLevel,StockOptionLevel,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction
1116,34,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,2972,479,35,22061,7,3,4,3,1,0,1,13,1,4,1,1,0,0,0,1,4,3
1117,55,No,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,19586,685,60,23037,26,4,5,2,5,1,1,21,36,3,3,36,6,2,13,3,4,3
1118,34,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,5484,1351,45,13008,1,3,4,3,2,1,9,17,9,3,2,2,2,2,1,2,4,2
1119,26,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,2061,474,89,11133,3,4,3,3,1,0,1,21,1,5,3,1,0,0,0,1,4,1
1120,38,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,9924,1245,80,12355,14,3,3,3,2,1,0,11,10,3,3,9,8,7,7,3,2,4
1121,38,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,4198,437,90,16379,16,3,3,3,2,0,2,12,8,5,4,3,2,1,2,2,2,2
1122,36,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,6815,884,73,21447,1,3,4,3,2,0,6,13,15,5,3,1,0,0,0,2,3,1
1123,29,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,4723,1370,87,16213,3,3,1,3,1,0,1,18,10,3,3,10,9,1,5,2,1,4
1124,35,No,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,Yes,6142,670,51,4223,10,3,4,3,2,0,3,16,10,4,3,5,2,0,4,1,3,3
1125,39,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,8237,1462,38,4658,6,3,3,4,3,1,2,11,11,3,3,7,6,7,6,4,3,1
1126,29,No,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,8853,995,87,24483,2,3,1,3,2,1,1,19,6,0,4,6,4,1,3,1,4,4
1127,50,No,Travel_Rarely,Sales,Marketing,Male,Manager,Married,Yes,19331,264,59,19519,9,3,3,3,5,1,4,16,27,2,3,1,0,0,0,3,3,3
1128,23,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,No,2073,977,45,12826,10,3,3,4,1,1,2,16,4,2,3,2,2,2,2,4,3,4
1129,36,No,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,5562,1302,80,19711,6,3,4,4,2,1,3,13,9,3,3,3,2,0,2,1,1,4
1130,42,No,Travel_Rarely,Research & Development,Other,Male,Manager,Single,No,19613,1059,93,26362,9,4,2,2,5,0,8,22,24,2,3,1,0,0,1,4,4,4
1131,35,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,3407,750,46,25348,28,3,3,4,2,2,1,17,10,3,2,10,9,6,8,2,3,4
1132,34,No,Travel_Frequently,Research & Development,Technical Degree,Male,Healthcare Representative,Married,No,5063,653,92,15332,10,3,4,2,2,1,1,14,8,3,2,8,2,7,7,4,3,2
1133,40,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,4639,118,84,11262,14,3,2,3,2,1,1,15,5,2,3,5,4,1,2,4,1,3
1134,43,No,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,No,4876,990,87,5855,27,3,3,4,1,1,5,12,8,0,3,6,4,0,2,4,2,3
1135,35,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,2690,1349,63,7713,7,3,2,2,1,1,1,18,1,5,2,1,0,0,1,3,4,4
1136,46,No,Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,No,17567,563,56,3156,1,3,4,4,4,0,1,15,27,5,1,26,0,0,12,4,1,2
1138,22,No,Non-Travel,Research & Development,Other,Female,Research Scientist,Married,Yes,2814,457,85,10293,26,3,2,2,1,0,1,14,4,2,2,4,2,1,3,2,3,2
1139,50,No,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,11245,1234,41,20689,20,3,5,3,4,1,2,15,32,3,3,30,8,12,13,2,3,3
1140,32,No,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,No,3312,634,35,18783,5,3,4,4,1,2,3,17,6,3,3,3,2,0,2,2,4,4
1141,44,No,Travel_Rarely,Research & Development,Medical,Female,Research Director,Divorced,Yes,19049,1313,31,3549,7,3,3,3,5,1,0,14,23,4,2,22,7,1,10,2,4,4
1142,30,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,2141,241,48,5348,7,3,3,2,1,1,1,12,6,3,2,6,4,1,1,2,2,2
1143,45,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Yes,5769,1015,50,23447,5,3,5,1,2,0,1,14,10,3,3,10,7,1,4,3,1,1
1144,45,No,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,No,4385,336,52,24162,26,3,3,2,2,1,1,15,10,2,3,10,7,4,5,1,1,1
1145,31,No,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,No,5332,715,54,21602,2,3,4,3,2,0,7,13,10,3,3,5,2,0,3,4,1,4
1146,36,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,4663,559,76,12421,12,3,4,3,2,2,9,12,7,2,3,3,2,1,1,3,3,2
1147,34,No,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,4724,426,42,17000,10,3,4,4,2,1,1,13,9,3,3,9,7,7,2,3,4,1
1148,49,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,3211,722,84,22102,25,3,4,3,1,1,1,14,10,3,2,9,6,1,4,3,1,4
1149,39,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,5377,1387,76,3835,10,3,5,3,2,3,2,13,10,3,3,7,7,7,7,2,1,4
1150,27,No,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,No,4066,1302,67,16290,19,3,3,2,1,2,1,11,7,3,3,7,7,0,7,4,1,1
1151,35,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,5208,819,48,26312,18,3,5,4,2,0,1,11,16,2,3,16,15,1,10,2,1,4
1152,28,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,4877,580,39,20460,27,4,3,1,2,1,0,21,6,5,2,5,3,0,0,2,1,2
1153,21,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,3117,546,97,26009,5,3,1,3,1,0,1,18,3,2,3,2,2,2,2,3,4,3
1155,47,No,Travel_Rarely,Human Resources,Life Sciences,Female,Manager,Married,No,19658,1176,98,5220,26,3,4,3,5,1,3,11,27,2,3,5,2,1,0,4,3,3
1156,39,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,3069,170,76,10302,3,3,2,2,2,1,0,15,11,3,3,10,8,0,7,3,3,4
1157,40,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,10435,884,80,25800,15,3,3,2,3,2,1,13,18,2,3,18,15,14,12,1,3,4
1158,35,No,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,4148,208,52,12250,8,3,4,3,2,1,1,12,15,5,3,14,11,2,9,3,3,4
1159,37,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,5768,671,85,26493,19,3,3,3,2,3,3,17,9,2,2,4,3,0,2,3,3,1
1160,39,No,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,No,5042,711,81,3140,4,3,3,3,2,0,0,13,10,2,1,9,2,3,8,1,3,4
1161,45,No,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Divorced,No,5770,1329,59,5388,2,3,2,2,2,2,1,19,10,3,3,10,7,3,9,4,4,1
1162,38,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,7756,397,54,14199,2,3,2,2,3,1,3,19,10,6,4,5,4,0,2,4,3,4
1164,37,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,3936,1470,71,9953,10,3,3,3,1,1,1,11,8,2,1,8,4,7,7,2,2,1
1165,40,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,7945,448,84,19948,16,3,3,3,3,0,6,15,18,2,2,4,2,3,3,3,4,4
1166,44,No,Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Married,Yes,5743,602,37,10503,1,3,5,3,2,0,4,11,14,3,3,10,7,0,2,1,4,3
1167,48,No,Travel_Frequently,Research & Development,Medical,Male,Manager,Married,No,15202,365,89,5602,4,4,5,2,4,1,2,25,23,3,3,2,2,2,2,3,4,2
1169,24,No,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,Yes,3760,567,32,17218,2,3,1,3,1,0,1,13,6,2,3,6,3,1,3,1,4,3
1170,27,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,3517,486,86,22490,8,3,3,4,1,0,7,17,5,0,3,3,2,0,2,2,3,1
1171,27,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,No,2580,591,87,6297,2,3,3,3,1,0,2,13,6,0,2,4,2,1,2,4,4,3
1173,29,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,5869,469,42,23413,10,3,3,2,2,0,9,11,8,2,3,5,2,1,4,3,3,3
1174,36,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,8008,711,42,22792,5,3,4,3,3,2,4,12,9,6,3,3,2,0,2,2,1,3
1175,25,No,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,5206,772,77,4973,2,3,1,4,2,2,1,17,7,6,3,7,7,0,7,4,3,3
1176,39,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,5295,492,66,7693,12,4,3,3,2,0,4,21,7,3,3,5,4,1,0,4,2,3
1177,49,No,Travel_Rarely,Research & Development,Other,Female,Research Director,Married,No,16413,301,72,3498,22,3,4,3,4,2,3,16,27,2,3,4,2,1,2,1,2,2
1178,50,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,No,13269,813,50,21981,17,3,5,2,3,3,5,15,19,3,3,14,11,1,11,4,1,3
1179,20,No,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,No,2783,1141,31,13251,2,3,3,3,1,0,1,19,2,3,3,2,2,2,2,3,3,1
1180,34,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,5433,1130,66,19332,3,3,3,3,2,1,1,12,11,2,3,11,8,7,9,4,2,3
1181,36,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,2013,311,77,10950,7,3,3,3,1,0,2,11,15,4,3,4,3,1,3,1,2,3
1182,49,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Yes,13966,465,41,11652,6,3,1,2,4,1,2,19,30,3,3,15,11,2,12,3,3,2
1183,36,No,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,No,4374,894,33,15411,1,3,4,2,2,0,0,15,4,6,3,3,2,1,2,4,3,3
1184,36,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,6842,1040,79,26308,3,4,2,4,2,1,6,20,13,3,3,5,4,0,4,4,1,1
1185,54,No,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,No,17426,584,91,18685,22,4,5,3,4,1,3,25,36,6,3,10,8,4,7,2,3,3
1186,43,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,17603,1291,65,3525,15,4,2,2,4,1,1,24,14,3,3,14,10,6,11,3,3,1
1188,38,No,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,No,4735,1189,90,9867,1,3,3,3,2,2,7,15,19,4,4,13,11,2,9,4,4,4
1189,29,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Yes,4187,991,43,3356,5,3,3,2,2,1,1,13,10,3,2,10,0,0,9,1,2,2
1190,33,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,5505,392,93,3921,2,3,4,3,2,2,1,14,6,5,3,6,2,0,4,4,4,3
1191,32,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,No,5470,977,45,25518,2,3,3,3,2,2,0,13,10,4,2,9,5,1,6,4,2,3
1192,31,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,5476,1112,67,22589,5,3,4,3,2,2,1,11,10,2,3,10,0,0,2,1,4,1
1193,49,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,Yes,2587,464,74,24941,16,3,3,3,1,1,4,16,17,2,2,2,2,2,2,4,1,2
1194,38,No,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,2440,148,42,23826,2,4,3,2,1,0,1,22,4,3,3,4,3,3,3,4,2,2
1195,47,No,Travel_Rarely,Sales,Life Sciences,Female,Manager,Divorced,No,15972,1225,47,21086,2,3,4,4,4,3,6,14,29,2,3,3,2,1,2,2,2,3
1196,49,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Single,No,15379,809,36,22384,1,3,3,3,4,0,4,14,23,2,3,8,7,0,0,3,3,1
1197,41,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,7082,1206,80,11591,23,3,2,3,3,0,3,16,21,2,3,2,0,0,2,4,3,4
1198,20,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,No,2728,727,54,21082,9,3,1,3,1,0,1,11,2,3,3,2,2,0,2,4,1,1
1199,33,No,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,5368,530,36,16130,16,4,3,3,2,1,1,25,7,2,3,6,5,1,2,3,4,3
1200,36,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,5347,1351,80,7419,26,3,4,3,2,2,6,14,10,2,2,3,2,0,2,1,3,2
1201,44,No,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Divorced,Yes,3195,528,44,4167,1,3,3,3,1,3,4,18,8,2,3,2,2,2,2,3,4,1
1203,38,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,3306,1495,87,26176,4,3,2,3,1,1,7,19,7,5,2,0,0,0,0,4,3,4
1204,53,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,7005,1395,48,3458,24,3,4,4,3,0,3,15,11,2,3,4,3,1,2,2,4,3
1207,26,No,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,No,2570,786,76,11925,7,4,3,3,1,0,1,20,7,5,3,7,7,5,7,4,4,3
1208,55,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,No,3537,1441,94,23737,22,3,3,2,1,1,5,12,8,1,3,4,2,1,2,1,2,4
1209,34,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,3986,1157,57,11912,5,3,2,2,2,1,1,14,15,3,4,15,10,4,13,2,4,3
1210,60,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,No,10883,370,92,20467,1,4,4,1,3,1,3,20,19,2,4,1,0,0,0,3,4,3
1211,33,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,2028,267,79,13637,21,3,3,4,1,3,1,18,14,6,3,14,11,2,13,2,2,4
1212,37,No,Travel_Frequently,Sales,Medical,Male,Sales Executive,Divorced,No,9525,1278,31,7677,1,3,4,1,2,2,1,14,6,2,2,6,3,1,3,3,4,3
1213,34,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,2929,678,35,20338,19,3,3,2,1,0,1,12,10,3,3,10,9,8,7,2,4,2
1215,44,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Yes,7879,921,96,14810,2,3,3,4,3,1,1,19,9,2,3,8,7,6,7,3,4,2
1216,35,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,Yes,4930,146,79,13970,2,3,4,2,1,0,0,14,6,2,4,5,4,1,4,1,4,3
1217,43,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Yes,7847,1179,73,6069,2,3,3,3,2,1,1,17,10,3,3,10,9,8,8,4,4,1
1218,24,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,4401,581,62,17616,9,3,3,4,1,1,1,16,5,1,3,5,3,0,4,3,3,4
1219,41,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,9241,918,35,15869,6,3,3,3,3,0,1,12,10,3,3,10,8,8,7,4,3,2
1220,29,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,2974,1082,43,25412,9,3,4,3,1,1,9,17,9,2,3,5,3,1,2,4,3,3
1221,36,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,No,4502,530,51,7439,2,3,4,3,2,0,3,15,17,2,2,13,7,6,7,3,4,3
1222,45,No,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,10748,1238,74,3395,1,4,1,2,3,1,3,23,25,3,2,23,15,14,4,3,3,4
1225,26,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,2305,390,62,6217,17,3,4,1,1,3,1,15,3,3,4,3,2,0,2,4,3,3
1226,45,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Single,No,16704,1005,48,17119,28,3,2,2,4,0,1,11,21,2,3,21,6,8,6,4,2,3
1227,32,No,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,No,3433,585,56,17360,10,3,3,3,1,1,6,13,10,3,2,5,2,1,3,1,3,1
1228,31,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,3477,741,69,18103,2,3,4,3,1,1,1,14,6,2,4,5,2,0,3,2,3,4
1229,41,No,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Married,No,6430,552,60,20794,4,3,3,1,2,1,6,19,10,4,3,3,2,1,2,3,2,2
1230,40,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,6516,369,92,5041,8,3,2,3,2,1,2,16,18,3,3,1,0,0,0,2,1,2
1231,24,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,3907,506,91,3622,29,3,1,3,1,3,1,13,6,2,4,6,2,1,2,2,1,2
1232,46,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,5562,717,34,9697,13,3,4,3,2,0,6,14,19,3,3,10,7,0,9,3,2,4
1233,35,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,6883,1370,49,5151,27,3,4,3,2,1,2,16,17,3,3,7,7,0,7,4,3,2
1234,30,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,2862,793,33,3811,16,3,1,3,1,1,1,12,10,2,2,10,0,0,8,2,4,2
1235,47,No,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,No,4978,543,87,3536,2,3,4,3,2,1,7,11,4,3,1,1,0,0,0,3,2,4
1236,46,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,10368,1277,74,5596,2,3,3,3,3,1,4,12,13,5,2,10,6,0,3,3,4,2
1239,23,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,No,3295,160,51,12862,4,3,1,3,1,0,1,13,3,3,1,3,2,1,2,3,2,3
1240,31,No,Travel_Frequently,Research & Development,Technical Degree,Female,Manufacturing Director,Single,No,5238,163,30,6670,24,4,1,3,2,0,2,20,9,3,2,5,4,1,4,4,4,4
1241,39,No,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,6472,792,77,8989,1,3,3,3,2,1,1,15,9,2,3,9,8,5,8,4,4,4
1242,32,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,9610,371,80,3840,19,3,3,1,3,1,3,13,10,2,1,4,3,0,2,4,3,3
1243,40,No,Travel_Rarely,Sales,Medical,Male,Manager,Single,No,19833,611,88,4349,7,3,4,3,5,0,1,14,21,3,2,21,8,12,8,2,2,2
1244,45,No,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,No,9756,176,56,6595,4,4,3,1,3,2,4,21,9,2,4,5,0,0,3,3,3,3
1245,30,No,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,No,4968,1312,78,26427,2,3,4,2,1,0,0,16,10,2,3,9,7,0,7,4,1,4
1246,24,No,Travel_Frequently,Human Resources,Medical,Male,Human Resources,Married,No,2145,897,59,2097,10,3,3,3,1,1,0,14,3,2,3,2,2,2,1,1,4,4
1248,31,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,8346,1003,51,20943,5,3,3,3,2,1,1,19,6,3,3,5,2,0,2,1,3,3
1249,27,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,3445,1054,67,6152,8,3,3,3,1,0,1,11,6,5,2,6,2,1,4,3,4,3
1251,29,No,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Yes,6294,461,70,23060,1,3,3,4,2,0,8,12,10,5,4,3,2,0,2,4,3,4
1252,30,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,7140,979,94,3088,15,3,2,2,3,1,2,11,12,2,3,7,7,1,7,3,1,1
1253,34,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,2932,181,97,5586,2,3,4,4,1,3,0,14,6,3,3,5,0,1,2,4,4,1
1254,33,No,Non-Travel,Sales,Marketing,Female,Sales Executive,Single,No,5147,1283,62,10697,2,3,3,3,2,0,8,15,13,2,2,11,7,1,7,4,2,4
1255,49,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,4507,1313,80,8191,11,3,4,3,2,0,3,12,8,1,4,5,1,0,4,4,4,3
1257,38,No,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Married,No,2468,594,75,15963,2,3,2,2,1,1,4,14,9,4,2,6,1,0,5,3,2,2
1259,29,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Divorced,No,2109,590,91,10007,4,3,3,2,1,1,1,13,1,2,3,1,0,0,0,4,1,3
1260,30,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,5294,305,58,9128,16,3,3,4,2,1,3,16,10,3,3,7,0,1,7,3,3,3
1261,32,No,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Single,No,2718,953,65,17674,5,3,4,3,1,0,2,14,12,3,3,7,7,0,7,2,2,2
1262,38,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,5811,833,60,24539,18,3,3,1,2,1,3,16,15,2,3,1,0,1,0,2,4,3
1264,42,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,2766,855,57,8952,12,4,3,3,1,3,8,22,7,6,2,5,3,0,4,2,2,2
1265,55,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,No,19038,478,60,19805,2,3,3,2,5,3,8,12,34,2,3,1,0,0,0,3,1,2
1266,33,No,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,No,3055,775,90,6194,4,3,3,3,2,2,5,15,11,2,2,9,8,1,7,4,2,4
1267,41,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,2289,548,94,20520,9,4,4,3,1,2,1,20,5,2,3,5,3,0,4,3,1,2
1268,34,No,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,4001,1375,87,12313,10,3,3,3,2,1,1,14,15,3,3,15,14,0,7,4,3,3
1269,53,No,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,12965,661,60,22308,1,4,4,2,4,3,4,20,27,2,2,3,2,0,2,1,3,4
1270,43,No,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Single,No,3539,244,97,5033,2,3,3,3,1,0,0,13,10,5,3,9,7,1,8,2,4,2
1271,34,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,6029,511,32,25353,3,3,2,1,2,0,5,12,6,3,3,2,2,2,2,4,4,1
1273,38,No,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,No,3702,1153,40,16376,6,3,2,2,1,1,1,11,5,3,3,5,4,0,4,4,3,2
1275,31,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,5468,196,91,13402,29,3,4,2,2,2,1,14,13,3,3,12,7,5,7,1,4,1
1276,51,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,Married,No,13116,942,53,22984,3,3,3,3,3,0,2,11,15,2,3,2,2,2,2,1,3,4
1277,37,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,4189,589,46,8800,9,3,2,2,2,2,1,14,5,2,3,5,2,0,3,2,2,1
1278,46,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,Yes,19328,734,46,14218,2,3,4,3,5,1,7,17,24,3,3,2,1,2,2,3,4,3
1279,36,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,8321,1383,90,25949,10,3,3,3,3,1,7,13,15,1,3,12,8,5,7,4,1,4
1281,37,No,Travel_Rarely,Human Resources,Other,Male,Human Resources,Divorced,No,4071,1239,89,12832,8,3,2,3,2,0,2,13,19,4,2,10,0,4,7,3,2,3
1283,33,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,3143,867,90,6076,8,3,4,4,1,1,6,19,14,1,3,10,8,7,6,4,1,2
1284,28,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,2044,1181,82,5531,1,3,3,3,1,1,1,11,5,6,4,5,3,0,3,3,4,3
1285,39,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,No,13464,1253,65,7914,10,4,1,3,3,0,7,21,9,3,3,4,3,2,2,3,3,3
1286,46,No,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,No,7991,849,98,25166,26,3,2,2,2,0,8,15,6,3,3,2,2,2,2,2,2,3
1287,40,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,3377,616,99,25605,2,3,2,3,1,1,4,17,7,5,2,4,3,0,2,3,1,4
1288,42,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,5538,1128,95,5696,13,3,3,4,2,2,5,18,10,2,2,0,0,0,0,2,1,3
1289,35,No,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Divorced,No,5762,1180,90,24442,2,3,2,3,2,1,2,14,15,6,3,7,7,1,7,2,4,3
1290,38,No,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Divorced,No,2592,1336,100,7129,2,3,3,3,1,3,5,13,13,3,3,11,10,3,8,1,2,4
1293,39,No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,No,4127,766,83,19188,20,3,3,3,2,1,2,18,7,6,3,2,1,2,2,3,4,4
